id,host_id,listing_url,name,picture_url,description,instant_bookable,price,property_type,room_type,accommodates,beds,bedrooms,bathrooms,bathrooms_text,latitude,longitude,neighbourhood_cleansed,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,has_wifi,has_tv,has_washer,has_heating_system,has_kitchen
49698966,399047132,https://www.airbnb.com/rooms/49698966,Studio w/Scenic Views-3rd floor,https://a0.muscache.com/pictures/prohost-api/Hosting-49698966/original/be4c1b99-abf6-4db4-8c72-338ee66a0141.jpeg,"Located in a grand and beautifully preserved Georgian townhouse, this elegant studio apartment sleeps two and is the perfect accommodation for a discerning solo traveller or a couple looking to explore Edinburgh. Perfectly situated in the heart of the city, only a stone’s throw away from landmarks such as Edinburgh Castle and New Town’s finest retail, bars and restaurants, this studio apartment combines elegant furnishings with modern amenities and convenient solutions.",True,157.0,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1 bath,55.9544831,-3.1995868,New Town West,19,4.68,4.95,4.74,4.68,4.63,4.84,4.37,True,True,True,False,True
49699317,399047132,https://www.airbnb.com/rooms/49699317,Pastel 3rd floor studio near Princes St,https://a0.muscache.com/pictures/prohost-api/Hosting-49699317/original/ed6241eb-ce3c-45bf-9278-7994ff5f812d.jpeg,"Located in a grand and beautifully preserved Georgian townhouse, this elegant studio apartment sleeps two and is the perfect accommodation for a discerning solo traveller or a couple looking to explore Edinburgh. Perfectly situated in the heart of the city, only a stone’s throw away from landmarks such as Edinburgh Castle and New Town’s finest retail, bars and restaurants, this studio apartment combines elegant furnishings with modern amenities and convenient solutions.",True,154.0,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1 bath,55.9544831,-3.1995868,New Town West,67,4.72,4.91,4.79,4.66,4.63,4.91,4.6,True,True,True,False,True
49735804,401125719,https://www.airbnb.com/rooms/49735804,Newly refurbished flat next to Edinburgh Castle,https://a0.muscache.com/pictures/2625989b-e0e2-4f9d-a3ca-701dabd333f1.jpg,Enjoy living in one of the closest apartments to Edinburgh Castle on AirBnB. <br /><br />A stone throw from Edinburgh Castle. You can capture the stunning view from the livingroom window. <br /><br />Views across the old town towards Arthurs Seat you will not be disappointed.  <br /><br />Only a couple of minutes walk to The Grassmarket and the Historic Royal Mile... you can't get a better location than this apartment. <br /><br />Top floor flat (4 floors) no Lift/Elevator but view is worth the steps!,False,349.0,Entire condo,Entire home/apt,4,2.0,1.0,1.0,1 bath,55.94808,-3.20184,"Old Town, Princes Street and Leith Street",85,4.87,4.89,4.71,4.93,4.95,5.0,4.78,True,True,True,True,True
49742878,399049337,https://www.airbnb.com/rooms/49742878,Head Brewer: Stylish 3-bed Apt-4th floor,https://a0.muscache.com/pictures/prohost-api/Hosting-49742878/original/356c07e2-c5e1-4f99-9b97-4d96d1c7ab89.jpeg,"Located on the prestigious Royal Mile, this three bedroom apartment combines industrial-inspired furnishings with modern amenities and convenient solutions, such as a keyless entry system and open plan kitchens. With some of Edinburgh’s most popular landmarks, bars and restaurants just a few steps away, Head Brewer sleeps six and is perfect for a group of friends or family looking to explore Edinburgh.  <br /> <br />The Space <br />This luxuriously spacious apartment has been flawlessly curated and furnished,",True,337.0,Entire rental unit,Entire home/apt,6,3.0,3.0,3.5,3.5 baths,55.95149,-3.17889,"Canongate, Southside and Dumbiedykes",49,4.59,4.82,4.78,4.29,4.55,4.96,4.59,True,True,True,False,True
49742946,399049337,https://www.airbnb.com/rooms/49742946,Brewer's Office: Deluxe Studio w/Views-3rd floor,https://a0.muscache.com/pictures/prohost-api/Hosting-49742946/original/67878ba2-c785-4948-bc69-087303c601f5.jpeg,"Located on the prestigious Royal Mile, this deluxe studio combines industrial-inspired furnishings with modern amenities and convenient solutions, such as a keyless entry system and bespoke kitchenettes. With some of Edinburgh’s most popular landmarks, bars and restaurants just a few steps away, the Brewer’s Office sleeps two and is perfect for an individual or couple looking to explore Edinburgh.  <br /> <br />The Space <br />This contemporary apartment has been flawlessly curated and furnished, offering ever",True,178.0,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1 bath,55.9514899,-3.1788934,"Canongate, Southside and Dumbiedykes",19,4.74,4.84,4.89,4.63,4.84,4.95,4.42,True,True,True,True,True
49744088,2775008,https://www.airbnb.com/rooms/49744088,Bright Unique Georgian First Floor Flat,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NDk3NDQwODg=/original/6642bf1c-8cb7-4196-959f-b545ba619d31.jpeg,"A characterful Georgian flat filled with original artwork, vintage furniture, and a cosy movie projector setup – your perfect base for exploring Edinburgh. Just 2 minutes from the nearest tram or bus stop and only a 15-minute walk to the city centre.<br /><br />Tucked just off Leith Walk, you're surrounded by local restaurants, pubs, parks, and cycle paths – ideal for soaking up the creative energy of Leith and the nearby Shore.",False,183.0,Entire rental unit,Entire home/apt,4,2.0,2.0,1.0,1 bath,55.96439,-3.18036,Pilrig,34,4.97,4.97,4.94,5.0,5.0,4.94,4.76,True,False,True,True,True
49745292,399049337,https://www.airbnb.com/rooms/49745292,Locker Room:  Stylish 2bed w/City Views-3rd floor,https://a0.muscache.com/pictures/prohost-api/Hosting-49745292/original/6a7f918d-4097-41b6-8a55-2f7c3a40a256.jpeg,"Located on the prestigious Royal Mile, this two bedroom apartment combines industrial-inspired furnishings with modern amenities and convenient solutions, such as a keyless entry system and bespoke kitchenettes. With some of Edinburgh’s most popular landmarks, bars and restaurants just a few steps away, Locker Room sleeps four and is perfect for a small group of friends or family looking to explore Edinburgh.  <br /> <br />The Space <br />This contemporary apartment has been flawlessly curated and furnished, o",True,211.0,Entire rental unit,Entire home/apt,4,2.0,2.0,1.0,1 bath,55.9514899,-3.1788934,"Canongate, Southside and Dumbiedykes",21,4.76,4.9,4.86,4.81,4.9,4.81,4.76,True,True,True,False,True
49745859,399049337,https://www.airbnb.com/rooms/49745859,Secretaries & Typing: Chic 2bed - 3rd floor,https://a0.muscache.com/pictures/prohost-api/Hosting-49745859/original/def30693-3efc-462b-b371-f0c316129092.jpeg,"Located on the prestigious Royal Mile, this two bedroom apartment combines industrial-inspired furnishings with modern amenities and convenient solutions, such as a keyless entry system and bespoke kitchenettes. With some of Edinburgh’s most popular landmarks, bars and restaurants just a few steps away, Secretaries & Typing sleeps four and is perfect for a small group of friends or family looking to explore Edinburgh.  <br /> <br />The Space <br />This contemporary apartment has been flawlessly curated and fur",True,236.0,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,2 baths,55.95149,-3.17889,"Canongate, Southside and Dumbiedykes",62,4.77,4.9,4.89,4.66,4.73,4.95,4.68,True,True,True,False,True
49746093,399049337,https://www.airbnb.com/rooms/49746093,Engineering: Deluxe Studio w/City Views-2nd floor,https://a0.muscache.com/pictures/prohost-api/Hosting-49746093/original/3c45fe55-1729-43f3-a5a0-5ac7ff73c43f.jpeg,"Located on the prestigious Royal Mile, this deluxe studio combines industrial-inspired furnishings with modern amenities and convenient solutions, such as a keyless entry system and bespoke kitchenettes. With some of Edinburgh’s most popular landmarks, bars and restaurants just a few steps away, the Engineering room sleeps two and is perfect for an individual or couple looking to explore Edinburgh.",True,178.0,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1 bath,55.9514899,-3.1788934,"Canongate, Southside and Dumbiedykes",15,4.73,4.87,4.53,4.27,4.53,5.0,4.4,True,True,True,False,True
49746293,399049337,https://www.airbnb.com/rooms/49746293,Laboratory Store: 2bed moments from Royal Mile,https://a0.muscache.com/pictures/prohost-api/Hosting-49746293/original/543351e6-361f-4003-af50-f84daa166bba.jpeg,"Located on the prestigious Royal Mile, this two bedroom apartment combines industrial-inspired furnishings with modern amenities and convenient solutions, such as a keyless entry system and bespoke kitchenettes. With some of Edinburgh’s most popular landmarks, bars and restaurants just a few steps away, Laboratory Store sleeps four and is perfect for a small group of friends or family looking to explore Edinburgh.",True,234.0,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,2 baths,55.9514899,-3.1788934,"Canongate, Southside and Dumbiedykes",94,4.71,4.83,4.71,4.71,4.65,4.97,4.68,True,True,True,False,True
49746496,399049337,https://www.airbnb.com/rooms/49746496,Mash Tanks: Deluxe Studio w/City Views,https://a0.muscache.com/pictures/prohost-api/Hosting-49746496/original/bb57cc75-c7cb-4f8c-a5bb-cae7fed976e1.jpeg,"Located on the prestigious Royal Mile, this deluxe studio combines industrial-inspired furnishings with modern amenities and convenient solutions, such as a keyless entry system and bespoke kitchenettes. With some of Edinburgh’s most popular landmarks, bars and restaurants just a few steps away, the Mash Tanks sleeps two and is perfect for an individual or couple looking to explore Edinburgh.",True,153.0,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1 bath,55.95149,-3.17889,"Canongate, Southside and Dumbiedykes",18,4.78,4.89,4.5,4.78,4.94,4.89,4.5,True,True,True,False,True
49746606,399049337,https://www.airbnb.com/rooms/49746606,The Wort: Elegant 2bed Apt w/ City Views,https://a0.muscache.com/pictures/prohost-api/Hosting-49746606/original/95d091fe-51c5-4198-be4f-3cafd50ceaa2.jpeg,"Located on the prestigious Royal Mile, this two bedroom apartment combines industrial-inspired furnishings with modern amenities and convenient solutions, such as a keyless entry system and bespoke kitchenettes. With some of Edinburgh’s most popular landmarks, bars and restaurants just a few steps away, The Wort sleeps four and is perfect for a small group of friends or family looking to explore Edinburgh.",True,239.0,Entire rental unit,Entire home/apt,4,2.0,2.0,1.0,1 bath,55.95149,-3.17889,"Canongate, Southside and Dumbiedykes",26,4.62,4.92,4.73,4.73,4.85,4.88,4.46,True,True,True,False,True
49747172,399049337,https://www.airbnb.com/rooms/49747172,Sugar Tank: 2-bed Apt near Royal Mile,https://a0.muscache.com/pictures/prohost-api/Hosting-49747172/original/09fd519e-c707-4646-afcd-fae1dd5a1d78.jpeg,"Located on the prestigious Royal Mile, this two bedroom apartment combines industrial-inspired furnishings with modern amenities and convenient solutions, such as a keyless entry system and bespoke kitchenettes. With some of Edinburgh’s most popular landmarks, bars and restaurants just a few steps away, Sugar Tank sleeps four and is perfect for a small group of friends or family looking to explore Edinburgh.",True,222.0,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,2 baths,55.95149,-3.17889,"Canongate, Southside and Dumbiedykes",52,4.75,4.88,4.85,4.56,4.6,4.94,4.67,True,True,True,False,True
49747857,399049337,https://www.airbnb.com/rooms/49747857,Cooper’s Room:  Stylish 2-bed near Royal Mile,https://a0.muscache.com/pictures/prohost-api/Hosting-49747857/original/e6996850-2115-4d1b-8645-9c10cc18e117.jpeg,"Located on the prestigious Royal Mile, this two bedroom apartment combines industrial-inspired furnishings with modern amenities and convenient solutions, such as a keyless entry system and bespoke kitchenettes. With some of Edinburgh’s most popular landmarks, bars and restaurants just a few steps away, Cooper’s Room sleeps four and is perfect for a small group of friends or family looking to explore Edinburgh.",True,222.0,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,2 baths,55.9514899,-3.1788934,"Canongate, Southside and Dumbiedykes",43,4.6,4.86,4.67,4.58,4.6,4.86,4.56,True,True,True,False,True
